ID,Author,Channel,Content Length,Content
558111808255295499,Egg_ Inc. Bot,bot-commands,1768,gehl123 (violet-birth)NLEggs: 101q <:quantum:455468361099247617>NLRate: 347B/s (1.25q/hr)NLTime Remaining: 5d17h57mNLProjected Eggs(at current rate_ no new chickens): 274qNLNL43/50 Members:NL```NL01 YuorNmaeHree        15.2q|40.2B/sNL02 Its_Bamf            14.5q|18.2B/sNL03 mikegehl            11.1q|39.2B/sNL04 yakeosu             9.63q|35.6B/sNL05 gasparinator        9.11q|39.6B/sNL06 RealAtomsk          6.86q|23.0B/sNL07 SherAndreas         6.43q|21.6B/sNL08 itsjustprateek      5.82q|17.4B/sNL09 sahloknir75         5.11q|18.7B/sNL10 Zzźżž               4.84q|19.4B/sNL11 Drago4466           4.76q|18.6B/sNL12 FatherTery          3.29q|15.4B/sNL13 Tanvage             1.89q|10.9B/sNL14 Dandanakadan     zZ 1.21q|8.97B/sNL15 MercurialBudgie227   721T|4.86B/sNL16 1stExistentialBird   683T|7.04B/sNL17 Mdhoney1             103T|2.50B/sNL18 FungiZaine          66.7T|1.85B/sNL19 [unknown]           27.2T|372M/sNL20 iNoursh84           20.1T|1.17B/sNL21 EruditeConvict5210  11.7T|785M/sNL22 Xaviira             9.19T|346M/sNL23 Hokulea34           8.10T|707M/sNL24 Rokabilly           3.40T|353M/sNL25 jab701              2.13T|257M/sNL26 rodrigomoli7        2.11T|202M/sNL27 PeAcEaTr             713B|91.4M/sNL28 sarah20197           272B|83.2M/sNL29 hobomoney            132B|47.3M/sNL30 tman9227             102B|28.9M/sNL31 xOkami28            58.8B|8.06M/sNL32 XTun2018            49.7B|3.78M/sNL33 Exothiz             36.7B|4.19M/sNL34 yoshipants          15.6B|3.19M/sNL35 =Carole_Ann=        9.39B|17.4M/sNL36 [unknown]           4.64B|3.05M/sNL37 Zanooda42            765M|3.68M/sNL38 Zfernaldo            711M|3.61M/sNL39 Tucktuck58           482M|223k/sNL40 Guydotbrush         49.8M|847k/sNL41 [android-unknown]   28.6M|74.0k/sNL42 [unknown]            741k|18.8k/sNL43 Cifuni96                0|0/s```
558112249433030666,Leo,co-op-recruitment,31,e!coopad violet-birth thecoop22
558112251366866954,Egg_ Inc. Bot,co-op-recruitment,97,thecoop22 (violet-birth)NLEggs: 8.08qNLRate: 36.4B/s (131T/hr)NLTime Remaining: 5d23h3mNL6/50 Members
558112606301323264,Leo,co-op-recruitment,65,damn how’d they make that bot? There an egg inc api or something?
558113197802913822,couldnt think of a name,co-op-recruitment,7,apple32
558113516645646336,Dyasher,tips-and-tricks,117,A little bit of a grind but I find this easier than exiting and restarting contracts_ less annoying menus to navigate
558113907697254400,AndyVshr,co-op-recruitment,9,!?purge 2
558114783396757514,Dyasher,role-submissions,0,
558114785045118976,Pokécord,safari-zone,0,
558115288781160448,Dyasher,leaderboard-submissions,0,
558115653870157827,Dyasher,role-submissions,0,
558116991404212257,Squeepig,co-op-recruitment,46,e!coop violet-birth pig1NLNLNo glitchers please!
558116994268921857,Egg_ Inc. Bot,co-op-recruitment,90,pig1 (violet-birth)NLEggs: 15qNLRate: 50.4B/s (181T/hr)NLTime Remaining: 5d2h11mNL4/50 Members
558117162385014785,Elessar,tips-and-tricks,179,i agree_ that works best. but if someone is going for a trophy/egg/etc and doesn't want to prestige the contract is a neat option i wish had been around when i was piggie grinding
558117317980979202,AndyVshr,tips-and-tricks,15,!?react sausage
558117407621906442,Elessar,tips-and-tricks,1,😋
558117600995966976,RocketHamster10,co-op-recruitment,24,e!coop violet-birth pupu
558117602078228493,Egg_ Inc. Bot,co-op-recruitment,92,pupu (violet-birth)NLEggs: 56.9qNLRate: 191B/s (688T/hr)NLTime Remaining: 5d8h35mNL20/50 Members
558118059517149214,couldnt think of a name,co-op-recruitment,27,e!coop violet-birth apple32
558118060834160660,Egg_ Inc. Bot,co-op-recruitment,97,apple32 (violet-birth)NLEggs: 82.6qNLRate: 300B/s (1.08q/hr)NLTime Remaining: 5d13h25mNL32/50 Members
558427454100996107,the frenchiest fry,kilofarmer,17,I indeed do still
558428948896153620,hatsune miku,general,67,I would say just do what you can and enjoy the carry if it happens.
558429002298294272,hatsune miku,general,27,No way to control everyone.
558429291382046750,hatsune miku,general,52,There are always people who don't care about others.
558429347921395712,MEE6,welcome,272,Hey <@427129340514533378>_ welcome to **Egg_ Inc**.NLNLPlease check out <#455385905499340813> _ <#455403745899970560> and <#455396915731890177> to get started. Post a screenshot of your prestige screen in <#455385874788777994> to get access to many more channels. Thank you!
558429710640611365,McMaster2017,teach-gabd-to-count,5,36773
558429854274682881,hatsune miku,contract-talk,35,<:GWomoDrakeYea:407618577969971210>
558430723418357800,McMaster2017,contract-talk,113,Why can´t I acess the contracts page?NLIt says that "Due to local laws you cannot acess to the contracts features"
558431554351792140,SoftwAir,co-op-recruitment,29,e!coopad violet-birth lucacix
558431556524310531,Egg_ Inc. Bot,co-op-recruitment,96,lucacix (violet-birth)NLEggs: 51.3qNLRate: 205B/s (738T/hr)NLTime Remaining: 4d11h23mNL18/50 Members
558431662787133500,IdahoTBone,tips-and-tricks,149,<@319932145332387841> We focus more on the earning bonus_ not the number of eggs. You generally need about four trillion percent total earning bonus.
558432938912382987,lamCube,contract-talk,101,Either you are younger than 16_ or in your country/state some implications of contracts are forbidden
558433027596877825,lamCube,contract-talk,7,or both
558433048555814923,McMaster2017,contract-talk,38,well i'm 16 and my brother could do it
558433880592613406,McMaster2017,role-submissions,0,
558434203705016322,Elessar,contract-talk,142,you should be able to re-install the game to get the question again. just make sure you have an up to date cloud back up before you delete it.
558434971648524319,aggiemd91,teach-gabd-to-count,5,36774
558435338452729856,McMaster2017,contract-talk,42,If i save it on google plays eill it save?
558435392378896385,McMaster2017,contract-talk,28,Because last time it dis not
558435418077528084,McMaster2017,contract-talk,4,Did*
558435437300023296,AndyVshr,role-submissions,1,6
558435438814298132,Egg_ Inc. Bot,role-submissions,195,AndyVshr has approved the submission by McMaster2017 which increased their role from Eggs to Kilofarmer III.NLAndyVshr took approximately 371.148 seconds to take care of McMaster2017's submission.
558435529557934120,hatsune miku,contract-talk,28,How to make it force backup?
558435591260471297,Elessar,contract-talk,114,check in the apps settings.  hit more where it says privacy and data. It will tell you when your last back up was.
558435622415630386,hatsune miku,contract-talk,17,Or force download
558435623480983557,Pokécord,safari-zone,0,
558435661875773461,Elessar,contract-talk,51,Neko - Switching eggs or farms will force an update
558435725503103027,hatsune miku,contract-talk,3,Oh?
558435824719626241,Elessar,contract-talk,149,forcing a download I have only been able to do by reinstalling the game (one direction works fine_ going back the other way takes a reinstall for me)
558435916692193280,hatsune miku,contract-talk,2,Ic
558436033457291295,hatsune miku,contract-talk,37,Troublesome to switch between device.
558436159030820865,McMaster2017,contract-talk,30,Ok i am about to re install it
558436362953424941,hatsune miku,contract-talk,54,I try clear cach and data to force download. It works.
558436565198700556,hatsune miku,contract-talk,41,How to switch farm when there no contract
558437396010500109,lamCube,contract-talk,245,To trigger a backup you just need to do some meaningful action changing your farm state_ like buying something_ or hitting a few drones_ or toggling some configuration. Visit the privacy & data page until you see a backup in the last few seconds
558437440457801748,lamCube,contract-talk,37,being connected to the Internet helps
558437463899635772,McMaster2017,contract-talk,44,Thank youso much_ i can now do thr contracts
558439112063975424,ManyClouds,co-op-recruitment,87,Diapers contract_ last 33 places available! Don't miss out! Join 'martianchickens' now!
558439935385010186,xepherys,co-op-recruitment,30,e!coopad violet-birth xepherys
558439937041498112,Egg_ Inc. Bot,co-op-recruitment,97,xepherys (violet-birth)NLEggs: 89.4qNLRate: 329B/s (1.18q/hr)NLTime Remaining: 0d16h7mNL43/50 Members
558440009846358026,xepherys,co-op-recruitment,75,Can anyone come help pull us through the end? We had a bunch of folk bail 😕
558440216218828822,Tingy,bot-commands,27,e!coop violet-birth tangelo
558440218751926288,Egg_ Inc. Bot,bot-commands,1988,tangelo (violet-birth)NLEggs: 159q <:quantum:455468361099247617>NLRate: 555B/s (2q/hr)NLTime Remaining: 4d3h15mNLProjected Eggs(at current rate_ no new chickens): 358qNLNL50/50 Members:NL```NL01 schindlerf                 13.7q|31.6B/sNL02 d1r7y                      11.4q|36.6B/sNL03 Namoes                     10.4q|28.2B/sNL04 aido727                    9.67q|27.3B/sNL05 Mysticman89                9.25q|32.8B/sNL06 Beltishazzar               9.02q|25.0B/sNL07 Teamki                     8.33q|24.9B/sNL08 Cistibau                   7.97q|21.6B/sNL09 theFlamingEck              7.95q|24.2B/sNL10 Hammerroids                7.50q|23.9B/sNL11 thegaypolice               7.03q|23.1B/sNL12 IchbineinPenguin           6.88q|24.1B/sNL13 zZantroZz                  6.28q|27.3B/sNL14 ClumsyOnion33090           5.98q|16.4B/sNL15 David of the Helmick Clan  5.90q|17.1B/sNL16 eragon003326               4.67q|17.4B/sNL17 kkidd804                   4.37q|16.7B/sNL18 SuperApa                   3.94q|13.2B/sNL19 omal17                     3.84q|16.2B/sNL20 Trawsmashes                3.41q|13.3B/sNL21 Drako2701                  2.73q|10.5B/sNL22 Tingyoma                   2.68q|14.6B/sNL23 chocolate sailor           1.23q|6.73B/sNL24 OmegaSupreme00000000        946T|3.91B/sNL25 millsy109                   712T|7.08B/sNL26 JustChillPerm               511T|5.84B/sNL27 !jdelena!                   457T|5.75B/sNL28 Saterion027                 431T|3.37B/sNL29 Pete Tycoon                 398T|4.48B/sNL30 Clawz114                    343T|4.25B/sNL31 Baggervance22               241T|3.57B/sNL32 miltenburg                  229T|3.73B/sNL33 69PrisonMike69              207T|3.64B/sNL34 HeroOfBrandon               168T|2.97B/sNL35 ChilledXD                   134T|2.23B/sNL36 MiniLePew                   128T|2.71B/sNL37 Rachelalee90               98.1T|2.52B/sNL38 Davevis93                  89.6T|2.20B/sNL39 [unknown]                  55.4T|1.74B/sNL40 EllaLisé                   41.4T|935M/sNL41 AwesomeFire7890            25.0T|543M/s```
558440220262006804,Egg_ Inc. Bot,bot-commands,411,tangelo 2/2NL```NL42 limon9                     21.1T|389M/sNL43 DNAZeuscM                  11.8T|178M/sNL44 McGurkin                   5.93T|536M/sNL45 mupseltje                  3.61T|67.4M/sNL46 neoamp                      955B|33.0M/sNL47 Ducky831                zZ  445B|17.3M/sNL48 Iamtimothyjones             108B|11.7M/sNL49 RipeDemon3145              99.6B|6.07M/sNL50 moldav94                   1.18B|1.11M/s```
558440784882434055,ManyClouds,co-op-recruitment,39,Bailers ^^ welcome at martianchickens 😈
558441626184187924,ManyClouds,co-op-recruitment,76,Only 32 spots left now_ they're going quick! Grab yours now! martianchickens
558441627950120971,Pokécord,safari-zone,0,
558442680749785088,diploadrauu,co-op-recruitment,30,e!coopad violet-birth spacecat
558442682263797761,Egg_ Inc. Bot,co-op-recruitment,96,spacecat (violet-birth)NLEggs: 32.7qNLRate: 115B/s (414T/hr)NLTime Remaining: 4d10h39mNL7/50 Members
558443312999301121,Elessar,contract-talk,149,It backs up periodically on its own_ but switching eggs or farms (only if you have a contract) is the only thing I’ve seen that forces it right then.
558445098850058251,crabbypatties,bot-commands,28,e!coop violet-birth spammy33
558445102817738752,Egg_ Inc. Bot,bot-commands,1972,spammy33 (violet-birth)NLEggs: 268q <:quantum:455468361099247617>NLRate: 734B/s (2.64q/hr)NLTime Remaining: 3d21h9mNLProjected Eggs(at current rate_ no new chickens): 514qNLNL50/50 Members:NL```NL01 liquitex13           43.9q|78.4B/sNL02 Player3Th0mas        25.5q|54.4B/sNL03 RollingApple69       23.4q|42.2B/sNL04 EeekGrain789         21.7q|54.2B/sNL05 MechanicalCrab49429  20.3q|42.2B/sNL06 microboy...          20.3q|35.5B/sNL07 SlytherinKyo         13.1q|34.1B/sNL08 Blavik3n             12.4q|33.8B/sNL09 MrPheterson          11.0q|31.0B/sNL10 screamindivr145      9.22q|25.3B/sNL11 Dystrall             9.08q|25.9B/sNL12 Towhee67             8.82q|25.8B/sNL13 Spamman4587          8.81q|24.9B/sNL14 ZealousTran          8.69q|26.2B/sNL15 KK578                6.23q|21.3B/sNL16 PSquare720           5.88q|18.8B/sNL17 DordPhD              5.51q|19.4B/sNL18 krimd00t             3.06q|13.9B/sNL19 Schnabulator42    zZ 1.33q|0/sNL20 jenkinsbp             777T|7.13B/sNL21 ihsankjamil           772T|4.94B/sNL22 DumbGrid              748T|5.15B/sNL23 HARSabre39            467T|5.63B/sNL24 sharkhart40           460T|5.53B/sNL25 Mikeymike();          444T|6.31B/sNL26 subox0ne              415T|5.70B/sNL27 SirPretzel            401T|5.67B/sNL28 CaptainSawka          377T|5.20B/sNL29 Metafalica            376T|4.74B/sNL30 lilltobbe92           375T|4.73B/sNL31 Vaderman1980          359T|4.86B/sNL32 Tygerchef75           350T|4.68B/sNL33 asarles               347T|4.85B/sNL34 chef g massvie        325T|4.29B/sNL35 TaigaIsHappy          318T|4.44B/sNL36 FloofyNZ              313T|4.61B/sNL37 Wormorphious          295T|4.09B/sNL38 Albertozgz0607        273T|3.97B/sNL39 Ekkies                264T|3.81B/sNL40 Bangarang003          233T|4.20B/sNL41 Froozeify             221T|3.71B/sNL42 Cold Loki             154T|1.40B/sNL43 zkaufman              153T|2.92B/sNL44 Brandon P01           147T|2.89B/sNL45 SneakyRanger2150      134T|2.27B/sNL46 tamaracks             130T|1.89B/sNL47 Yuki9131              124T|2.13B/s```
558445103283437599,Egg_ Inc. Bot,bot-commands,132,spammy33 2/2NL```NL48 saritonin             101T|2.39B/sNL49 Daniel51a            66.5T|1.94B/sNL50 Shasarcasamsquatch   4.10T|317M/s```
558447812870930439,loominati confirmed,general,13,ITS OVER 9000
558450874825834506,Jazure,teach-gabd-to-count,5,36775
558450913745043468,Mano,bot-commands,29,e!coop violet-birth potatoegg
558450916190060544,Egg_ Inc. Bot,bot-commands,890,potatoegg (violet-birth)NLEggs: 76.4q <:quantum:455468361099247617>NLRate: 224B/s (805T/hr)NLTime Remaining: 4d9h47mNLProjected Eggs(at current rate_ no new chickens): 162qNLNL20/50 Members:NL```NL01 dcon1234          22.7q|35.1B/sNL02 Hum3612           9.78q|31.8B/sNL03 Coevus            9.16q|25.8B/sNL04 nekizalb0611      8.70q|23.1B/sNL05 jexxwil           8.52q|26.0B/sNL06 tinyphonepainter  5.51q|18.6B/sNL07 swanelbe          4.66q|13.9B/sNL08 Dhonrue           2.32q|9.36B/sNL09 dewittlebook      1.84q|10.8B/sNL10 perpsnerf         1.29q|5.81B/sNL11 chameau^^          803T|7.72B/sNL12 Nashpotato96       357T|4.73B/sNL13 SlyderGuy          265T|2.98B/sNL14 BarclayShark       182T|3.37B/sNL15 MllePotatochips    181T|2.04B/sNL16 UncleKUra          106T|2.49B/sNL17 tigy86            8.60T|147M/sNL18 Kanundo            318B|15.9M/sNL19 smidley           45.4B|16.2M/sNL20 Gidosauras        1.56B|1.27M/s```
558451334563758091,harveylove,co-op-recruitment,32,e!coopad violet-birth dogcatcow5
558451336924889098,Egg_ Inc. Bot,co-op-recruitment,99,dogcatcow5 (violet-birth)NLEggs: 55.9qNLRate: 182B/s (656T/hr)NLTime Remaining: 3d21h26mNL12/50 Members
558451387051147267,Pokécord,safari-zone,0,
558451899800485900,AsuLt3R,co-op-recruitment,26,e!coopad violet-birth pupu
558451902564663297,Egg_ Inc. Bot,co-op-recruitment,93,pupu (violet-birth)NLEggs: 76.9qNLRate: 270B/s (971T/hr)NLTime Remaining: 4d10h27mNL28/50 Members
558453327076130816,%TwinsMom%,co-op-recruitment,28,e!coopad violet-birth kwk314
558453328472702976,Egg_ Inc. Bot,co-op-recruitment,95,kwk314 (violet-birth)NLEggs: 25.3qNLRate: 67.3B/s (242T/hr)NLTime Remaining: 5d21h37mNL6/50 Members
558454544024207381,IceDagger14,safari-zone,13,.catch gulpin
558454545118920714,Pokécord,safari-zone,67,Congratulations <@233360215821516801>! You caught a level 6 Gulpin!
558454594146009127,xenophod,co-op-recruitment,27,e!coopad violet-birth samus
558454596004085760,Egg_ Inc. Bot,co-op-recruitment,94,samus (violet-birth)NLEggs: 30.8qNLRate: 88.9B/s (320T/hr)NLTime Remaining: 4d0h37mNL11/50 Members
558455258754580512,the frenchiest fry,offtopic,22,the lil meows I'm dead
558458024423850005,rocket321,general,5,!rank
558459266575368204,Quail,general,24,The current year is 2019
558459675935506446,cagtmustang,co-op-recruitment,37,e!coopad violet-birth martianchickens
558459678120476672,Egg_ Inc. Bot,co-op-recruitment,104,martianchickens (violet-birth)NLEggs: 51.9qNLRate: 213B/s (767T/hr)NLTime Remaining: 4d13h45mNL18/50 Members
558460182318022660,cagtmustang,co-op-recruitment,37,Still have spots in martianchickens!!
558461806373371904,aggiemd91,offtopic,32,Mama cat does not look thrilled.
558462062838153239,🐢🐊,general,5,wrong
558462390295986218,IdahoTBone,offtopic,55,Tempest was having a really hard time_ it sounded like.
558462391747215373,Pokécord,safari-zone,0,
558467412023050240,the frenchiest fry,offtopic,6,yeah 😞
558468931048964109,kit_314,co-op-recruitment,28,e!coopad violet-birth kwk314
558468932349067282,Egg_ Inc. Bot,co-op-recruitment,95,kwk314 (violet-birth)NLEggs: 31.2qNLRate: 89.4B/s (322T/hr)NLTime Remaining: 5d20h35mNL7/50 Members
558470117424496646,Michael Lo,bot-commands,30,e!coop violet-birth tuesdayegg
558470119844610049,Egg_ Inc. Bot,bot-commands,1442,tuesdayegg (violet-birth)NLEggs: 95.5q <:quantum:455468361099247617>NLRate: 257B/s (925T/hr)NLTime Remaining: 4d5h47mNLProjected Eggs(at current rate_ no new chickens): 190qNLNL33/50 Members:NL```NL01 ScepticalBasher      19.1q|5.33B/sNL02 kolo1561             12.9q|29.8B/sNL03 Cutoff2              11.2q|34.2B/sNL04 ajayriddler          7.86q|24.4B/sNL05 konawoof777          7.69q|21.2B/sNL06 Chrystalh            7.16q|24.0B/sNL07 NovaCaineJosh        7.07q|21.6B/sNL08 StormsEndKing        6.35q|17.8B/sNL09 NoahVD               5.94q|21.4B/sNL10 Mendoza Liner        5.62q|16.7B/sNL11 IndubitableShip8541  3.25q|14.8B/sNL12 houffy                588T|8.78B/sNL13 sndkn                 152T|2.89B/sNL14 [unknown]             124T|2.35B/sNL15 [unknown]             119T|2.88B/sNL16 Darth Deadpool        115T|2.68B/sNL17 Røckageek            86.5T|1.92B/sNL18 Fightera92           80.6T|2.07B/sNL19 --Lith1um--          35.2T|1.28B/sNL20 helltothis43         10.2T|403M/sNL21 PeterTShin           1.77T|244M/sNL22 [unknown]             865B|27.8M/sNL23 Ether22               371B|28.3M/sNL24 lordofvt              268B|24.8M/sNL25 Michael him           146B|78.2M/sNL26 Kye1499              46.3B|50.6M/sNL27 [android-unknown]    12.7B|3.61M/sNL28 SlicedKuniva         10.9B|12.2M/sNL29 Liamscottnelson       672M|250k/sNL30 peerfektion           577M|3.29M/sNL31 Merlyn9999            297M|2.00M/sNL32 JaKe42_               235M|2.07M/sNL33 Onihikage            82.9M|199k/s```
558470404763811880,RobNBanks,general,14,thank you qual
558470441749053490,Tiln,general,4,qual
558470551459332098,RobNBanks,general,84,tiln do you like have <#455380663013736481> open on a dedicated monitor or something
558470619612708890,Tiln,general,40,At the moment_ that is exactly the case.
558470651820769280,RobNBanks,general,14,understandable
558471321495797783,Elessar,general,135,---.-.- .--Today at 7:02 PMNLtiln do you like have <#455380663013736481> open on a dedicated monitor or somethingNLNLNLNLis this not normal?
558471378102255617,RobNBanks,general,4,well
558471441390239786,RobNBanks,general,5,maybe
558472198323568640,🐢🐊,general,28,This is a wonderful occasion
558474406595264541,AndyVshr,general,4,!yes
558474407534919700,MEE6,general,10,Well_ yes!
558759863182688284,kiwibeard,role-submissions,0,
558759944594391060,AndyVshr,role-submissions,2,60
558759946054008867,Egg_ Inc. Bot,role-submissions,193,AndyVshr has approved the submission by kiwibeard which increased their role from Terafarmer III to Petafarmer.NLAndyVshr took approximately 19.41 seconds to take care of kiwibeard's submission.
558761694940233738,kit_314,co-op-recruitment,28,e!coopad violet-birth kwk314
558761696626475012,Egg_ Inc. Bot,co-op-recruitment,92,kwk314 (violet-birth)NLEggs: 38qNLRate: 98.4B/s (354T/hr)NLTime Remaining: 5d1h11mNL8/50 Members
558765122244444175,MEE6,welcome,272,Hey <@543191642501414932>_ welcome to **Egg_ Inc**.NLNLPlease check out <#455385905499340813> _ <#455403745899970560> and <#455396915731890177> to get started. Post a screenshot of your prestige screen in <#455385874788777994> to get access to many more channels. Thank you!
558767845278744576,Eave,server-suggestions,195,Yea i figured it’d be nice for coops further along the way but I understand the concerns. The way e!coop is presented now makes it really hard to read. Can the spacing be fixed? Thank you so much
558768395848384542,srsbznss,co-op-recruitment,35,e!coopad violet-birth diapermittens
558768397740015694,Egg_ Inc. Bot,co-op-recruitment,102,diapermittens (violet-birth)NLEggs: 71.1qNLRate: 227B/s (816T/hr)NLTime Remaining: 3d13h33mNL22/50 Members
558768582054641685,Sami,role-submissions,0,
558768599578181644,Toxoplasmolly,server-suggestions,117,`e!coop` looks fine to me_ both on my phone and on my laptop. Is there something specific that you find hard to read?
558768821272313856,🐢🐊,offtopic,0,
558769047785963551,Tiln,server-suggestions,37,I recent made the spacing *very* nice
558769078186016768,Scotty 💪🏼,co-op-recruitment,28,How do i join and help out 😁
558769098708877347,the frenchiest fry,offtopic,5,🌸🌸🌸🌸🌸
558769104975167489,lamCube,server-suggestions,86,Considering that it was recently changed to make it more compact and less space hogger
558769371888222231,Soarax,role-submissions,2,13
558769374102552588,Egg_ Inc. Bot,role-submissions,181,Soarax has approved the submission by Sami which increased their role from Gigafarmer III to Terafarmer.NLSoarax took approximately 188.311 seconds to take care of Sami's submission.
558769409225785344,lamCube,server-suggestions,97,I preferred the rate in parenthesis_ more separated from the egg value_ but it's ok also this way
558769529619087370,Tiln,server-suggestions,44,Seggested one way_ counter suggested back_ 🤷
558769642043342868,lamCube,server-suggestions,84,In fact I not complained (at least as far as I can remember) when you did the change
558769742903509012,lamCube,server-suggestions,38,all the others were a huge improvement
558770072886181888,Tiln,server-suggestions,21,you "not complained"?
558772090904510494,Troll486,teach-gabd-to-count,5,36811
558772113880776715,Troll486,teach-gabd-to-count,5,36811
558773061378375691,Pokécord,safari-zone,0,
558777758290018326,Tiln,server-suggestions,5,These
558777760752074772,Pokécord,safari-zone,0,
558777835792105475,gorrizon,role-submissions,0,
558778325804253227,lamCube,server-suggestions,52,is there a logic in the different colors for players
558778444482347040,Tiln,server-suggestions,59,There is logic to the colors_ but I can't control it at all
558778582030221339,lamCube,server-suggestions,49,I refer to swift_ where there is a mixed coloring
558778720584728586,Tiln,server-suggestions,42,it's only orange because of Capitalizaiton
558778721641693211,Pokécord,safari-zone,0,
558778784527024139,lamCube,server-suggestions,128,I understand coloring either [ ]  or the unknowns_ but the mixed coloring is nice looking but... THEY will ask you the rationale
558778800016719912,lamCube,server-suggestions,16,and the numbers?
558778890235936809,Tiln,server-suggestions,8,just is?
558779526511984699,lamCube,server-suggestions,108,bah. perhaps ini_ that is like it is now_ with the  [ ] colored... I do not think we need color in the text.
558779637686206484,lamCube,server-suggestions,95,The others are just a shift in the color palette_ but the effect might depend on the user theme
558779743000854528,lamCube,server-suggestions,30,better not to mess with themes
558779744502415392,Pokécord,safari-zone,0,
558779938757672970,Tiln,server-suggestions,43,none of the colors show up on mobile_ afaik
558780210376343566,SoftwAir,co-op-recruitment,29,e!coopad violet-birth lucacix
558780211538296845,Pokécord,safari-zone,0,
558780212779810817,Egg_ Inc. Bot,co-op-recruitment,96,lucacix (violet-birth)NLEggs: 107qNLRate: 279B/s (1.01q/hr)NLTime Remaining: 3d12h18mNL25/50 Members
558780309005402123,SoftwAir,bot-commands,27,e!coop violet-birth lucacix
558780310767140869,Pokécord,safari-zone,0,
558780311329046554,Egg_ Inc. Bot,bot-commands,1088,lucacix (violet-birth)NLEggs: 107q <:quantum:455468361099247617>NLRate: 279B/s (1.01q/hr)NLTime Remaining: 3d12h17mNLProjected Eggs(at current rate_ no new chickens): 192qNLNL25/50 Members:NL```NL01 [android-unknown]  35.0q|18.9B/sNL02 MrGlaedr6          11.1q|30.5B/sNL03 [unknown]          11.1q|32.9B/sNL04 strabls            9.95q|30.7B/sNL05 Tanraii            7.60q|31.4B/sNL06 Salmiakkula        7.55q|23.7B/sNL07 SerialCookie       6.11q|19.5B/sNL08 SoftwAir           5.62q|21.6B/sNL09 Kolmogorov.Denis   5.38q|17.5B/sNL10 ---Equium---       4.91q|18.8B/sNL11 Ratatosk_           761T|7.02B/sNL12 Ph4lanx             706T|6.79B/sNL13 hjdetuinman         598T|5.57B/sNL14 specter1655     zZ  383T|5.01B/sNL15 PyroCreeper     zZ  225T|3.81B/sNL16 [unknown]           171T|3.22B/sNL17 meg4bo8i           70.6T|1.72B/sNL18 DeliriouslyDrunk   2.50T|369M/sNL19 HappyWhiteLlama     500B|22.1M/sNL20 ÍtaloRakowski      70.0B|8.14M/sNL21 Lucacix         zZ 7.97B|15.2M/sNL22 hypn0tic132        1.60B|8.09M/sNL23 H3R03               801M|3.77M/sNL24 JayhoPeter          461M|2.88M/sNL25 azairi7         zZ 22.5M|101k/s```
558780514740207645,lamCube,server-suggestions,138,I use the dark theme on the computer. Now I switched on light_ and I'm blinded 😃 I do not know how good would be orange or green on white.
558780516153819139,Pokécord,safari-zone,0,
558780584059731998,lamCube,server-suggestions,18,if they stay fixed
558780864478052388,DrJ3ckyll,safari-zone,16,.catch tentacool
558780865518370826,Pokécord,safari-zone,71,Congratulations <@133163176991784960>! You caught a level 19 Tentacool!
558780926662803477,Tiln,server-suggestions,62,try them yourself on lightd_ thenNL\`\`\`swiftNLtextNLtextNL\`\`\`
558781492965408788,moto81,role-submissions,1,7
558781494282158080,Egg_ Inc. Bot,role-submissions,179,moto81 has approved the submission by gorrizon which increased their role from Eggs to Megafarmer.NLmoto81 took approximately 871.938 seconds to take care of gorrizon's submission.
558785872523296769,lamCube,server-suggestions,22,```swiftNLtextNLtextNL```
558786037682274306,lamCube,server-suggestions,27,```cssNLtextNLtext saaaaaNL```
558786096805183489,lamCube,server-suggestions,16,css is ... green
558786208365543445,lamCube,server-suggestions,25,```yamlNLtext for yamlNL```
558786337428471809,lamCube,server-suggestions,23,```fixNLtext for fixNL```
558786364427075604,moto81,memes,0,
558786366280957984,Pokécord,safari-zone,0,
558786439824015382,iaakida,role-submissions,0,
558786452222378014,lamCube,server-suggestions,51,They are ok_ probably already toned for both themes
558786615166894081,moto81,role-submissions,2,15
558786617968689153,Egg_ Inc. Bot,role-submissions,189,moto81 has approved the submission by iaakida which increased their role from Terafarmer II to Terafarmer III.NLmoto81 took approximately 41.805 seconds to take care of iaakida's submission.
558788198122258452,lamCube,server-suggestions,65,You could A/B activate yaml or fix_ and see the people reaction 😃
558788199615430670,Pokécord,safari-zone,0,
